    0.584      4.041    -157.78      33.00      67.77      66.15     -51.86     123.01     9999.99    9999.99    9999.99    9999.99    9999.99    9999.99    9999.99    9999.99 
    0.574      4.041    -157.78      33.00      80.63      65.99     -52.01     146.09      9.432     10.053      119.0     1125.0     2270.0      872.0       -3.1       16.7  
    0.564      4.041    -157.78      33.00      93.56      65.83     -52.16     169.18     10.163      9.266      236.0       23.0      186.0       37.0       14.2        7.0  
    0.554      4.041    -157.78      33.00     106.53      65.68     -52.30     192.26     10.247      8.946      209.0       14.0      279.0       21.0       45.6        7.2  
    0.545      4.041    -157.78      33.00     119.57      65.52     -52.45     215.35     10.296      9.143      336.0       37.0      556.0       54.0      -13.2       13.5  
    0.535      4.041    -157.78      33.00     132.66      65.36     -52.59     238.43     9999.99    9999.99    9999.99    9999.99    9999.99    9999.99    9999.99    9999.99 
    0.526      4.041    -157.78      33.00     145.80      65.21     -52.73     261.51     10.212      9.714      515.0      304.0     1284.0      373.0     -199.0       57.3  
    0.517      4.041    -157.78      33.00     159.00      65.05     -52.87     284.60     10.159      9.763      585.0      420.0     1384.0      523.0     -206.6       99.4  
    0.507      4.041    -157.78      33.00     172.26      64.90     -53.01     307.68     10.124     10.083      634.0     1041.0     1592.0     1036.0     -201.3      158.6  
    0.499      4.041    -157.78      33.00     185.57      64.74     -53.14     330.77      9.969     10.278      669.0     2250.0     1257.0     1813.0     -288.0      331.1  
    0.490      4.041    -157.78      33.00     198.93      64.59     -53.27     353.85      9.998     10.336      695.0     2523.0     1359.0     2051.0     -165.0      365.2  
    0.481      4.041    -157.78      33.00     212.35      64.43     -53.40     376.93     10.065     10.308      711.0     2193.0     1775.0     1881.0     -286.8      271.1  
    0.465      4.041    -157.78      33.00     238.11      64.14     -53.65     421.00     10.341     10.174      729.0     1003.0     2419.0     1140.0     -358.8      141.9  
    0.449      4.041    -157.78      33.00     264.07      63.85     -53.88     465.07     10.941      9.861     1822.0      216.0     2360.0      284.0     -675.2       53.9  
    0.434      4.041    -157.78      33.00     290.21      63.57     -54.11     509.14     11.101      9.832     1901.0      127.0     1861.0      145.0     -401.6       37.6  
    0.419      4.041    -157.78      33.00     316.54      63.28     -54.33     553.21     11.109      9.868     1783.0      120.0     1577.0      126.0     -293.3       38.1  
    0.405      4.041    -157.78      33.00     343.06      63.00     -54.55     597.28     11.120      9.928     1987.0      135.0     1261.0      111.0     -277.0       40.6  
    0.391      4.041    -157.78      33.00     369.76      62.71     -54.76     641.35     11.093     10.002     2127.0      182.0     1205.0      140.0     -236.1       52.1  
    0.377      4.041    -157.78      33.00     396.64      62.43     -54.97     685.42     11.054     10.069     2179.0      233.0     1070.0      151.0     -174.8       62.0  
    0.363      4.041    -157.78      33.00     423.71      62.16     -55.17     729.49     10.968     10.129     2425.0      405.0     1508.0      311.0     -325.2      100.3  
    0.344      4.041    -157.78      33.00     463.98      61.75     -55.45     794.55     10.406     10.460      743.0     1597.0     1887.0     1893.0     -155.5      302.1  
    0.326      4.041    -157.78      33.00     504.63      61.35     -55.73     859.60      9.994     11.038      737.0    14076.0     1759.0    10819.0     -293.4     1505.2  
    0.308      4.041    -157.78      33.00     545.65      60.95     -55.99     924.66      9.675     11.761     9999.99    9999.99    9999.99    9999.99     -10.9    14567.5  
    0.291      4.041    -157.78      33.00     587.03      60.55     -56.25     989.71      9.224     12.019     9999.99    9999.99    9999.99    9999.99    9999.99    9999.99 
    0.275      4.041    -157.78      33.00     628.78      60.16     -56.49    1054.77     9999.99    9999.99    9999.99    9999.99    9999.99    9999.99    9999.99    9999.99 
    0.259      4.041    -157.78      33.00     670.87      59.78     -56.73    1119.82     10.185     11.162      736.0    13566.0     2128.0    15664.0    -1693.1     1767.4  
    0.244      4.041    -157.78      33.00     713.32      59.40     -56.96    1184.88     9999.99    9999.99    9999.99    9999.99    9999.99    9999.99    -567.3      860.5  
    0.229      4.041    -157.78      33.00     756.10      59.02     -57.18    1249.93     9999.99    9999.99    1621.0    21014.0      738.0     6004.0     -421.4      462.9  
    0.217      4.041    -157.78      33.00     792.94      58.70     -57.37    1305.54     9999.99    9999.99    1484.0     2065.0      725.0      125.0      -79.9       61.3  
    0.580      4.059    -148.75      33.00      67.79      66.21     -52.18     123.01     9999.99    9999.99    9999.99    9999.99    9999.99    9999.99       0.0     3929.0  
    0.566      4.059    -148.75      33.00      80.66      66.06     -52.39     146.09     10.217     10.623     2790.0     8792.0     1207.0     2752.0       17.0       16.6  
    0.553      4.059    -148.75      33.00      93.58      65.92     -52.59     169.18      9.999      9.263      188.0       48.0      275.0       64.0      -10.3        8.2  
    0.539      4.059    -148.75      33.00     106.57      65.77     -52.80     192.26     10.204      8.985      210.0       21.0      392.0       32.0      -16.2        8.5  
    0.526      4.059    -148.75      33.00     119.60      65.62     -53.00     215.35     10.267      9.152      331.0       41.0      581.0       59.0     -158.4       14.2  
    0.512      4.059    -148.75      33.00     132.70      65.48     -53.19     238.43     10.074      9.681      417.0      320.0     1130.0      373.0     -226.8       52.9  
    0.500      4.059    -148.75      33.00     145.85      65.33     -53.39     261.51     10.124      9.691      516.0      349.0     1303.0      437.0     -287.4       75.4  
    0.487      4.059    -148.75      33.00     159.05      65.19     -53.58     284.60     10.197      9.832      585.0      455.0     1368.0      516.0     -405.1       85.4  
    0.474      4.059    -148.75      33.00     172.31      65.04     -53.77     307.68     9999.99    9999.99    9999.99    9999.99    9999.99    9999.99    9999.99    9999.99 
    0.462      4.059    -148.75      33.00     185.62      64.90     -53.95     330.77     10.130     10.167      669.0     1313.0     1697.0     1269.0     -270.6      193.8  
    0.450      4.059    -148.75      33.00     198.99      64.75     -54.14     353.85     10.218     10.192      694.0     1239.0     2027.0     1284.0     -291.1      179.2  
    0.438      4.059    -148.75      33.00     212.41      64.61     -54.32     376.93     10.312     10.043      711.0      750.0     2153.0      836.0     -307.0      113.5  
    0.415      4.059    -148.75      33.00     238.18      64.34     -54.66     421.00     10.735      9.830     1490.0      275.0     2089.0      336.0     -853.6       65.6  
    0.393      4.059    -148.75      33.00     264.14      64.07     -54.98     465.07     10.835      9.900     1484.0      273.0     2430.0      413.0    -1031.0       65.8  
    0.372      4.059    -148.75      33.00     290.29      63.80     -55.30     509.14     11.048      9.885     2002.0      184.0     2322.0      265.0     -986.7       52.8  
    0.351      4.059    -148.75      33.00     316.63      63.53     -55.61     553.21     11.100      9.938     2030.0      187.0     2409.0      275.0     -929.4       53.8  
    0.331      4.059    -148.75      33.00     343.16      63.26     -55.92     597.28     11.115      9.975     2017.0      185.0     2103.0      243.0     -898.4       54.5  
    0.311      4.059    -148.75      33.00     369.86      62.99     -56.21     641.35     11.082     10.048     2126.0      246.0     2122.0      293.0     -724.7       68.1  
    0.292      4.059    -148.75      33.00     396.75      62.73     -56.50     685.42     11.076     10.071     2177.0      239.0     1446.0      207.0     -697.2       67.8  
    0.274      4.059    -148.75      33.00     423.83      62.46     -56.78     729.49     11.061     10.059     2400.0      256.0     1378.0      196.0     -596.8       67.8  
    0.247      4.059    -148.75      33.00     464.11      62.08     -57.18     794.55     10.889     10.258     2243.0      676.0     2103.0      679.0     -509.3      159.7  
    0.221      4.059    -148.75      33.00     504.76      61.70     -57.56     859.60     10.266     10.809      756.0     5153.0     2446.0     5395.0     -560.4      638.2  
    0.196      4.059    -148.75      33.00     545.79      61.32     -57.94     924.66     10.331     10.820      743.0     4696.0     2667.0     5262.0     -425.6      590.3  
    0.172      4.059    -148.75      33.00     587.19      60.94     -58.30     989.71     10.332     10.780      751.0     4119.0     2161.0     4515.0     -137.5      629.4  
    0.149      4.059    -148.75      33.00     628.94      60.57     -58.64    1054.77     10.342     10.901      763.0     5630.0     2560.0     6241.0      371.5      746.8  
    0.127      4.059    -148.75      33.00     671.05      60.20     -58.98    1119.82     10.054     11.159     1112.0    21987.0     1148.0    13477.0      -86.6     3304.0  
    0.105      4.059    -148.75      33.00     713.50      59.84     -59.30    1184.88     10.167     11.462      780.0    30773.0     3372.0    32125.0    -1193.0     2430.9  
    0.085      4.059    -148.75      33.00     756.29      59.47     -59.61    1249.93     9999.99    9999.99    9999.99    9999.99    9999.99    9999.99    9999.99    9999.99 
    0.067      4.059    -148.75      33.00     793.13      59.17     -59.87    1305.54     9999.99    9999.99    1485.0    12401.0      729.0     3884.0     -122.4      564.5  
    0.578      4.076    -139.75      32.98      67.79      66.29     -52.47     123.01     9999.99    9999.99     280.0     4829.0     9999.99    9999.99      15.6      118.3  
    0.561      4.076    -139.75      32.98      80.65      66.16     -52.73     146.09      9.204      9.947      119.0     1304.0     2215.0     1362.0      -31.3       41.9  
    0.543      4.076    -139.75      32.98      93.58      66.03     -52.99     169.18     10.100      9.271      303.0       34.0      187.0       51.0       19.0       10.7  
    0.526      4.076    -139.75      32.98     106.56      65.90     -53.25     192.26     10.151      8.981      208.0       21.0      327.0       31.0        9.9        9.3  
    0.509      4.076    -139.75      32.98     119.60      65.76     -53.50     215.35     10.235      9.195      285.0       49.0      666.0       73.0      -96.2       14.6  
    0.493      4.076    -139.75      32.98     132.69      65.63     -53.75     238.43     9999.99    9999.99    9999.99    9999.99    9999.99    9999.99    9999.99    9999.99 
    0.476      4.076    -139.75      32.98     145.84      65.50     -53.99     261.51     10.261      9.466      516.0      153.0     1251.0      239.0     -175.0       47.0  
    0.460      4.076    -139.75      32.98     159.04      65.37     -54.24     284.60     10.214      9.787      586.0      388.0     1287.0      448.0     -204.1       78.7  
    0.444      4.076    -139.75      32.98     172.30      65.24     -54.48     307.68     10.269      9.860      635.0      449.0     1477.0      519.0     -203.8       90.1  
    0.429      4.076    -139.75      32.98     185.61      65.10     -54.71     330.77     10.410      9.823      670.0      325.0     1615.0      411.0     -284.9       72.6  
    0.413      4.076    -139.75      32.98     198.98      64.97     -54.94     353.85     10.779      9.613      980.0       94.0     1253.0      121.0     -349.0       34.1  
    0.398      4.076    -139.75      32.98     212.40      64.84     -55.17     376.93     10.815      9.584     1093.0       96.0     1571.0      127.0     -365.5       29.8  
    0.370      4.076    -139.75      32.98     238.17      64.59     -55.60     421.00     10.952      9.657     1340.0       94.0     1634.0      121.0     -405.5       29.9  
    0.342      4.076    -139.75      32.98     264.13      64.34     -56.02     465.07     11.062      9.721     1403.0       89.0     1800.0      119.0     -346.5       28.3  
    0.315      4.076    -139.75      32.98     290.28      64.09     -56.42     509.14     11.105      9.790     1642.0      100.0     1710.0      119.0     -376.0       31.9  
    0.288      4.076    -139.75      32.98     316.62      63.85     -56.82     553.21     11.123      9.860     1788.0      116.0     1639.0      129.0     -372.0       36.8  
    0.263      4.076    -139.75      32.98     343.14      63.60     -57.20     597.28     11.082      9.984     2005.0      213.0     2124.0      258.0     -286.8       57.9  
    0.238      4.076    -139.75      32.98     369.84      63.35     -57.58     641.35     10.971     10.069     1713.0      302.0     2172.0      379.0     -229.7       80.6  
    0.213      4.076    -139.75      32.98     396.73      63.11     -57.95     685.42     10.829     10.170     1418.0      480.0     2132.0      595.0     -195.1      121.6  
    0.189      4.076    -139.75      32.98     423.80      62.86     -58.30     729.49     10.456     10.325      743.0     1070.0     1960.0     1321.0       20.4      206.7  
    0.155      4.076    -139.75      32.98     464.08      62.51     -58.82     794.55     10.453     10.413      748.0     1335.0     1996.0     1639.0     -130.4      252.8  
    0.122      4.076    -139.75      32.98     504.73      62.15     -59.31     859.60     10.215     10.725      754.0     4390.0     1820.0     4299.0       42.8      664.0  
    0.090      4.076    -139.75      32.98     545.76      61.80     -59.79     924.66     10.183     10.820      771.0     5913.0     1738.0     5516.0        0.6      878.9  
    0.059      4.076    -139.75      32.98     587.15      61.45     -60.25     989.71     10.258     10.857      800.0     5957.0     1971.0     5840.0      142.0      862.7  
    0.030      4.076    -139.75      32.98     628.90      61.10     -60.70    1054.77     9999.99    9999.99    9999.99    9999.99     857.0    30564.0     -205.5      509.5  
    0.001      4.076    -139.75      32.98     671.01      60.75     -61.13    1119.82     10.101     10.954      739.0     8566.0     1267.0     7498.0      463.8     1502.9  
   23.973      4.076    -139.75      32.98     713.46      60.41     -61.54    1184.88     9999.99    9999.99    9999.99    9999.99    2550.0    14478.0    -3831.3    11266.4  
   23.946      4.076    -139.75      32.98     756.25      60.07     -61.95    1249.93      9.547     12.172     9999.99    9999.99    9999.99    9999.99    9999.99    9999.99 
   23.924      4.076    -139.75      32.98     793.09      59.78     -62.28    1305.54      9.359     12.285     9999.99    9999.99    9999.99    9999.99    9999.99    9999.99 
    0.578      4.093    -130.78      33.01      67.86      66.39     -52.73     123.01     9999.99    9999.99    9999.99    9999.99    9999.99    9999.99      -0.7    21833.6  
    0.557      4.093    -130.78      33.01      80.74      66.28     -53.04     146.09      9.208      9.904      119.0     1135.0      982.0      875.0      -15.0       23.3  
    0.537      4.093    -130.78      33.01      93.68      66.16     -53.35     169.18     10.077      9.235      303.0       41.0      260.0       59.0       10.0       11.0  
    0.517      4.093    -130.78      33.01     106.67      66.05     -53.65     192.26     10.279      8.983      238.0       20.0      443.0       31.0      -15.4        7.8  
    0.497      4.093    -130.78      33.01     119.73      65.93     -53.95     215.35     10.495      9.079      387.0       21.0      564.0       32.0     -128.8        8.8  
    0.477      4.093    -130.78      33.01     132.83      65.82     -54.24     238.43     10.600      9.197      497.0       27.0      684.0       42.0     -316.4       11.2  
    0.458      4.093    -130.78      33.01     145.99      65.70     -54.54     261.51     10.652      9.257      518.0       26.0      620.0       39.0     -310.8       13.1  
    0.439      4.093    -130.78      33.01     159.21      65.58     -54.82     284.60     10.472      9.554      587.0      131.0     1327.0      190.0     -204.7       35.7  
    0.420      4.093    -130.78      33.01     172.48      65.47     -55.11     307.68     10.395      9.711      636.0      241.0     1445.0      316.0     -181.3       59.5  
    0.401      4.093    -130.78      33.01     185.80      65.35     -55.39     330.77     10.498      9.746      670.0      225.0     1598.0      303.0     -229.7       55.4  
    0.382      4.093    -130.78      33.01     199.18      65.24     -55.67     353.85     10.959      9.577     1167.0       61.0     1166.0       72.0     -338.0       23.3  
    0.364      4.093    -130.78      33.01     212.62      65.12     -55.94     376.93     11.160      9.521     1494.0       39.0     1333.0       44.0     -318.5       14.1  
    0.330      4.093    -130.78      33.01     238.41      64.90     -56.45     421.00     11.212      9.608     1729.0       47.0     1316.0       46.0     -230.5       15.8  
    0.297      4.093    -130.78      33.01     264.40      64.68     -56.95     465.07     11.138      9.712     1862.0       79.0     1482.0       79.0     -163.9       24.9  
    0.264      4.093    -130.78      33.01     290.57      64.46     -57.44     509.14     11.129      9.808     2066.0      112.0     1628.0      110.0     -240.3       33.2  
    0.232      4.093    -130.78      33.01     316.93      64.24     -57.92     553.21     11.164      9.889     2429.0      141.0     1609.0      120.0     -283.2       38.1  
    0.201      4.093    -130.78      33.01     343.48      64.02     -58.38     597.28     11.030     10.023     1952.0      271.0     2422.0      353.0     -390.9       68.1  
    0.171      4.093    -130.78      33.01     370.20      63.80     -58.83     641.35     10.995     10.097     2207.0      364.0     2077.0      413.0     -587.7       92.2  
    0.142      4.093    -130.78      33.01     397.11      63.58     -59.28     685.42     11.005     10.216     2996.0      597.0     2391.0      569.0     -596.3      131.9  
    0.113      4.093    -130.78      33.01     424.21      63.36     -59.71     729.49     10.854     10.311     2067.0      926.0     3370.0     1293.0     -686.1      175.9  
    0.071      4.093    -130.78      33.01     464.52      63.03     -60.33     794.55     10.825     10.430     2502.0     1444.0     2486.0     1740.0     -592.4      254.8  
    0.031      4.093    -130.78      33.01     505.21      62.71     -60.94     859.60     10.454     10.804      754.0     4021.0     3897.0     5155.0     -334.8      406.8  
   23.992      4.093    -130.78      33.01     546.27      62.39     -61.52     924.66     11.225     12.950     9999.99    9999.99    9999.99    9999.99   -2771.3     8760.4  
   23.955      4.093    -130.78      33.01     587.69      62.07     -62.08     989.71     9999.99    9999.99    9999.99    9999.99    9999.99    9999.99    9999.99    9999.99 
   23.919      4.093    -130.78      33.01     629.47      61.75     -62.62    1054.77     9999.99    9999.99    9999.99    9999.99    9999.99    9999.99    9999.99    9999.99 
   23.884      4.093    -130.78      33.01     671.61      61.44     -63.15    1119.82     10.416     12.551     9999.99    9999.99    9999.99    9999.99    9999.99    9999.99 
   23.850      4.093    -130.78      33.01     714.09      61.12     -63.66    1184.88     10.337     11.289      983.0    18131.0     3156.0    21549.0    -1470.1     2201.4  
   23.817      4.093    -130.78      33.01     756.91      60.81     -64.15    1249.93     10.099     11.830     9999.99    9999.99    9999.99    9999.99   -1099.5     5042.0  
   23.789      4.093    -130.78      33.01     793.77      60.54     -64.56    1305.54     11.146     11.513     9999.99    9999.99    9999.99    9999.99     200.4     5164.0  
    0.581      4.111    -121.81      32.99      67.85      66.50     -52.95     123.01     9999.99    9999.99    9999.99    9999.99    9999.99    9999.99      -0.8    29554.6  
    0.557      4.111    -121.81      32.99      80.73      66.41     -53.30     146.09      9.130      9.919      119.0     1400.0     2410.0     1820.0      -97.3       61.8  
    0.534      4.111    -121.81      32.99      93.66      66.31     -53.65     169.18     10.041      9.250      291.0       56.0      327.0       74.0      -32.3       11.5  
    0.511      4.111    -121.81      32.99     106.66      66.22     -54.00     192.26     10.250      8.981      255.0       21.0      397.0       30.0      -66.5        8.6  
    0.488      4.111    -121.81      32.99     119.70      66.12     -54.34     215.35     10.289      9.276      345.0       69.0      957.0       99.0     -305.5       16.1  
    0.466      4.111    -121.81      32.99     132.81      66.03     -54.67     238.43     10.264      9.459      430.0      128.0     1067.0      175.0     -581.1       28.1  
    0.444      4.111    -121.81      32.99     145.97      65.93     -55.01     261.51     9999.99    9999.99    9999.99    9999.99    9999.99    9999.99    9999.99    9999.99 
    0.422      4.111    -121.81      32.99     159.18      65.83     -55.34     284.60     10.047     10.088      587.0     1167.0     1565.0     1120.0     -326.5      153.4  
    0.400      4.111    -121.81      32.99     172.45      65.74     -55.66     307.68     10.106     10.150      636.0     1293.0     1776.0     1255.0     -204.0      173.2  
    0.379      4.111    -121.81      32.99     185.77      65.64     -55.98     330.77     10.401      9.896      671.0      418.0     1909.0      522.0     -216.1       79.5  
    0.357      4.111    -121.81      32.99     199.15      65.54     -56.30     353.85     10.872      9.623     1141.0       90.0     1429.0      116.0     -355.3       30.9  
    0.337      4.111    -121.81      32.99     212.59      65.44     -56.61     376.93     11.061      9.541     1339.0       53.0     1581.0       70.0     -342.8       18.3  
    0.297      4.111    -121.81      32.99     238.37      65.26     -57.20     421.00     11.185      9.620     1503.0       52.0     1662.0       66.0     -280.6       17.7  
    0.259      4.111    -121.81      32.99     264.35      65.07     -57.78     465.07     11.229      9.699     1675.0       59.0     1625.0       69.0     -200.4       19.7  
    0.221      4.111    -121.81      32.99     290.52      64.88     -58.35     509.14     11.189      9.765     1547.0       72.0     1602.0       88.0     -111.3       24.5  
    0.184      4.111    -121.81      32.99     316.88      64.69     -58.90     553.21     11.163      9.830     1688.0       90.0     1433.0       96.0      -87.7       30.2  
    0.148      4.111    -121.81      32.99     343.42      64.50     -59.44     597.28     11.137      9.916     1941.0      129.0     1419.0      121.0       19.7       39.8  
    0.113      4.111    -121.81      32.99     370.14      64.31     -59.97     641.35     11.075     10.007     2056.0      200.0     1530.0      182.0       20.4       58.0  
    0.079      4.111    -121.81      32.99     397.05      64.12     -60.48     685.42     10.988     10.136     2577.0      414.0     1352.0      300.0       25.4      101.3  
    0.045      4.111    -121.81      32.99     424.14      63.93     -60.99     729.49     10.997     10.092     2357.0      330.0     1495.0      267.0      -62.9       86.0  
   23.996      4.111    -121.81      32.99     464.44      63.64     -61.72     794.55     10.373     10.593      747.0     2529.0     2499.0     2906.0      -24.0      358.3  
