Year	Month	Day	Hour	Minute	Second	   ALT(km)	 LAT	    LON
2012	08	30	09	26	00	    7769.2	   6.6	     -157.3
2012	08	30	09	31	00	    8688.4	   8.6	     -141.0
2012	08	30	09	36	00	    9777.9	   9.6	     -128.2
2012	08	30	09	41	00	   10945.5	   9.9	     -118.3
2012	08	30	09	46	00	   12136.6	  10.0	     -110.6
2012	08	30	09	51	00	   13320.7	   9.8	     -104.5
2012	08	30	09	56	00	   14481.3	   9.6	      -99.6
2012	08	30	10	01	00	   15609.7	   9.3	      -95.6
2012	08	30	10	06	00	   16701.8	   9.0	      -92.3
2012	08	30	10	11	00	   17755.8	   8.7	      -89.5
2012	08	30	10	16	00	   18771.2	   8.3	      -87.2
2012	08	30	10	21	00	   19748.4	   8.0	      -85.3
2012	08	30	10	26	00	   20688.4	   7.7	      -83.6
2012	08	30	10	31	00	   21592.1	   7.4	      -82.3
2012	08	30	10	36	00	   22460.6	   7.1	      -81.1
2012	08	30	10	41	00	   23295.2	   6.8	      -80.1
2012	08	30	10	46	00	   24097.0	   6.6	      -79.3
2012	08	30	10	51	00	   24867.1	   6.3	      -78.6
2012	08	30	10	56	00	   25606.6	   6.0	      -78.0
2012	08	30	11	01	00	   26316.3	   5.8	      -77.5
2012	08	30	11	06	00	   26997.4	   5.6	      -77.1
2012	08	30	11	11	00	   27650.7	   5.3	      -76.8
2012	08	30	11	16	00	   28276.9	   5.1	      -76.5
2012	08	30	11	21	00	   28876.9	   4.9	      -76.4
2012	08	30	11	26	00	   29451.4	   4.7	      -76.3
2012	08	30	11	31	00	   30000.9	   4.5	      -76.2
2012	08	30	11	36	00	   30526.2	   4.3	      -76.2
2012	08	30	11	41	00	   31027.8	   4.1	      -76.2
2012	08	30	11	46	00	   31506.2	   3.9	      -76.3
2012	08	30	11	51	00	   31962.0	   3.7	      -76.4
2012	08	30	11	56	00	   32395.5	   3.5	      -76.5
2012	08	30	12	01	00	   32807.2	   3.3	      -76.6
2012	08	30	12	06	00	   33197.5	   3.1	      -76.8
2012	08	30	12	11	00	   33566.7	   3.0	      -77.0
2012	08	30	12	16	00	   33915.2	   2.8	      -77.3
2012	08	30	12	21	00	   34243.4	   2.6	      -77.5
2012	08	30	12	26	00	   34551.4	   2.5	      -77.8
2012	08	30	12	31	00	   34839.6	   2.3	      -78.1
2012	08	30	12	36	00	   35108.2	   2.1	      -78.4
2012	08	30	12	41	00	   35357.4	   2.0	      -78.7
2012	08	30	12	46	00	   35587.4	   1.8	      -79.1
2012	08	30	12	51	00	   35798.4	   1.7	      -79.4
2012	08	30	12	56	00	   35990.7	   1.5	      -79.8
2012	08	30	13	01	00	   36164.2	   1.3	      -80.1
2012	08	30	13	06	00	   36319.2	   1.2	      -80.5
2012	08	30	13	11	00	   36455.9	   1.0	      -80.9
2012	08	30	13	16	00	   36574.2	   0.9	      -81.3
2012	08	30	13	21	00	   36674.3	   0.7	      -81.6
2012	08	30	13	26	00	   36756.2	   0.6	      -82.0
2012	08	30	13	31	00	   36820.1	   0.4	      -82.4
2012	08	30	13	36	00	   36866.0	   0.3	      -82.8
2012	08	30	13	41	00	   36893.8	   0.1	      -83.2
2012	08	30	13	46	00	   36903.7	  -0.0	      -83.6
2012	08	30	13	51	00	   36895.6	  -0.2	      -84.0
2012	08	30	13	56	00	   36869.6	  -0.3	      -84.4
2012	08	30	14	01	00	   36825.5	  -0.5	      -84.8
2012	08	30	14	06	00	   36763.5	  -0.6	      -85.2
2012	08	30	14	11	00	   36683.3	  -0.8	      -85.6
2012	08	30	14	16	00	   36585.1	  -0.9	      -86.0
2012	08	30	14	21	00	   36468.6	  -1.1	      -86.4
2012	08	30	14	26	00	   36333.8	  -1.2	      -86.8
2012	08	30	14	31	00	   36180.7	  -1.4	      -87.2
2012	08	30	14	36	00	   36009.0	  -1.5	      -87.5
2012	08	30	14	41	00	   35818.7	  -1.7	      -87.9
2012	08	30	14	46	00	   35609.5	  -1.8	      -88.2
2012	08	30	14	51	00	   35381.4	  -2.0	      -88.6
2012	08	30	14	56	00	   35134.2	  -2.2	      -88.9
2012	08	30	15	01	00	   34867.5	  -2.3	      -89.2
2012	08	30	15	06	00	   34581.4	  -2.5	      -89.5
2012	08	30	15	11	00	   34275.4	  -2.7	      -89.8
2012	08	30	15	16	00	   33949.3	  -2.8	      -90.0
2012	08	30	15	21	00	   33602.8	  -3.0	      -90.3
2012	08	30	15	26	00	   33235.7	  -3.2	      -90.5
2012	08	30	15	31	00	   32847.5	  -3.4	      -90.7
2012	08	30	15	36	00	   32438.0	  -3.5	      -90.8
2012	08	30	15	41	00	   32006.7	  -3.7	      -91.0
2012	08	30	15	46	00	   31553.3	  -3.9	      -91.1
2012	08	30	15	51	00	   31077.2	  -4.1	      -91.1
2012	08	30	15	56	00	   30578.0	  -4.3	      -91.1
2012	08	30	16	01	00	   30055.1	  -4.5	      -91.1
2012	08	30	16	06	00	   29508.0	  -4.7	      -91.1
2012	08	30	16	11	00	   28936.2	  -4.9	      -91.0
2012	08	30	16	16	00	   28338.8	  -5.1	      -90.8
2012	08	30	16	21	00	   27715.3	  -5.3	      -90.6
2012	08	30	16	26	00	   27064.8	  -5.6	      -90.3
2012	08	30	16	31	00	   26386.6	  -5.8	      -89.9
2012	08	30	16	36	00	   25679.8	  -6.1	      -89.4
2012	08	30	16	41	00	   24943.4	  -6.3	      -88.8
2012	08	30	16	46	00	   24176.5	  -6.6	      -88.1
2012	08	30	16	51	00	   23378.0	  -6.8	      -87.3
2012	08	30	16	56	00	   22546.9	  -7.1	      -86.3
2012	08	30	17	01	00	   21681.8	  -7.4	      -85.2
2012	08	30	17	06	00	   20781.8	  -7.7	      -83.8
2012	08	30	17	11	00	   19845.6	  -8.0	      -82.2
2012	08	30	17	16	00	   18872.2	  -8.3	      -80.3
2012	08	30	17	21	00	   17860.8	  -8.6	      -78.1
2012	08	30	17	26	00	   16810.8	  -9.0	      -75.4
2012	08	30	17	31	00	   15722.6	  -9.3	      -72.1
2012	08	30	17	36	00	   14597.8	  -9.6	      -68.2
2012	08	30	17	41	00	   13440.2	  -9.8	      -63.4
2012	08	30	17	46	00	   12258.1	 -10.0	      -57.4
2012	08	30	17	51	00	   11066.7	 -10.0	      -49.8
2012	08	30	17	56	00	    9894.9	  -9.6	      -40.2
2012	08	30	18	01	00	    8794.1	  -8.7	      -27.8
2012	08	30	18	06	00	    7852.1	  -6.8	      -11.9
2012	08	30	18	11	00	    7199.2	  -3.8	        7.7
2012	08	30	18	16	00	    6974.9	   0.2	       29.8
2012	08	30	18	21	00	    7240.4	   4.2	       51.8
2012	08	30	18	26	00	    7924.1	   7.1	       71.1
2012	08	30	18	31	00	    8884.3	   8.8	       86.7
2012	08	30	18	36	00	    9994.1	   9.7	       98.8
2012	08	30	18	41	00	   11169.3	  10.0	      108.3
2012	08	30	18	46	00	   12360.7	  10.0	      115.7
2012	08	30	18	51	00	   13541.2	   9.8	      121.6
2012	08	30	18	56	00	   14696.2	   9.5	      126.3
2012	08	30	19	01	00	   15818.0	   9.2	      130.1
2012	08	30	19	06	00	   16902.9	   8.9	      133.3
2012	08	30	19	11	00	   17949.6	   8.6	      136.0
2012	08	30	19	16	00	   18957.7	   8.2	      138.2
2012	08	30	19	21	00	   19927.8	   7.9	      140.1
2012	08	30	19	26	00	   20860.9	   7.6	      141.7
2012	08	30	19	31	00	   21757.8	   7.3	      143.0
2012	08	30	19	36	00	   22619.9	   7.0	      144.1
2012	08	30	19	41	00	   23448.2	   6.7	      145.1
2012	08	30	19	46	00	   24243.9	   6.5	      145.9
2012	08	30	19	51	00	   25008.1	   6.2	      146.6
2012	08	30	19	56	00	   25741.9	   5.9	      147.2
2012	08	30	20	01	00	   26446.2	   5.7	      147.6
2012	08	30	20	06	00	   27122.0	   5.5	      148.0
2012	08	30	20	11	00	   27770.0	   5.2	      148.3
2012	08	30	20	16	00	   28391.3	   5.0	      148.5
2012	08	30	20	21	00	   28986.4	   4.8	      148.7
2012	08	30	20	26	00	   29556.1	   4.6	      148.8
2012	08	30	20	31	00	   30101.0	   4.4	      148.8
2012	08	30	20	36	00	   30621.8	   4.2	      148.9
2012	08	30	20	41	00	   31119.0	   4.0	      148.8
2012	08	30	20	46	00	   31593.1	   3.8	      148.7
2012	08	30	20	51	00	   32044.6	   3.6	      148.6
2012	08	30	20	56	00	   32474.0	   3.4	      148.5
2012	08	30	21	01	00	   32881.6	   3.2	      148.3
2012	08	30	21	06	00	   33267.9	   3.1	      148.1
2012	08	30	21	11	00	   33633.2	   2.9	      147.9
2012	08	30	21	16	00	   33977.9	   2.7	      147.7
2012	08	30	21	21	00	   34302.2	   2.5	      147.4
2012	08	30	21	26	00	   34606.5	   2.4	      147.2
2012	08	30	21	31	00	   34890.9	   2.2	      146.9
2012	08	30	21	36	00	   35155.9	   2.0	      146.6
2012	08	30	21	41	00	   35401.4	   1.9	      146.2
2012	08	30	21	46	00	   35627.9	   1.7	      145.9
2012	08	30	21	51	00	   35835.3	   1.6	      145.6
2012	08	30	21	56	00	   36024.0	   1.4	      145.2
2012	08	30	22	01	00	   36194.1	   1.3	      144.8
2012	08	30	22	06	00	   36345.6	   1.1	      144.5
2012	08	30	22	11	00	   36478.8	   1.0	      144.1
2012	08	30	22	16	00	   36593.7	   0.8	      143.7
2012	08	30	22	21	00	   36690.3	   0.6	      143.3
2012	08	30	22	26	00	   36768.9	   0.5	      142.9
2012	08	30	22	31	00	   36829.4	   0.3	      142.5
2012	08	30	22	36	00	   36871.8	   0.2	      142.1
2012	08	30	22	41	00	   36896.3	   0.0	      141.7
2012	08	30	22	46	00	   36902.8	  -0.1	      141.3
2012	08	30	22	51	00	   36891.3	  -0.3	      140.9
2012	08	30	22	56	00	   36861.9	  -0.4	      140.5
2012	08	30	23	01	00	   36814.5	  -0.6	      140.1
2012	08	30	23	06	00	   36749.0	  -0.7	      139.7
2012	08	30	23	11	00	   36665.5	  -0.9	      139.3
2012	08	30	23	16	00	   36563.8	  -1.0	      138.9
2012	08	30	23	21	00	   36443.9	  -1.2	      138.5
2012	08	30	23	26	00	   36305.6	  -1.3	      138.2
2012	08	30	23	31	00	   36149.0	  -1.5	      137.8
2012	08	30	23	36	00	   35973.8	  -1.6	      137.4
2012	08	30	23	41	00	   35779.9	  -1.8	      137.1
2012	08	30	23	46	00	   35567.2	  -1.9	      136.7
2012	08	30	23	51	00	   35335.5	  -2.1	      136.4
2012	08	30	23	56	00	   35084.7	  -2.3	      136.1
2012	08	31	00	01	00	   34814.4	  -2.4	      135.8
2012	08	31	00	06	00	   34524.5	  -2.6	      135.5
2012	08	31	00	11	00	   34214.7	  -2.8	      135.2
2012	08	31	00	16	00	   33884.8	  -2.9	      135.0
2012	08	31	00	21	00	   33534.5	  -3.1	      134.7
2012	08	31	00	26	00	   33163.4	  -3.3	      134.5
2012	08	31	00	31	00	   32771.3	  -3.4	      134.3
2012	08	31	00	36	00	   32357.7	  -3.6	      134.2
2012	08	31	00	41	00	   31922.3	  -3.8	      134.1
2012	08	31	00	46	00	   31464.6	  -4.0	      134.0
2012	08	31	00	51	00	   30984.2	  -4.2	      133.9
2012	08	31	00	56	00	   30480.6	  -4.4	      133.9
2012	08	31	01	01	00	   29953.2	  -4.6	      133.9
2012	08	31	01	06	00	   29401.5	  -4.8	      134.0
2012	08	31	01	11	00	   28824.9	  -5.0	      134.1
2012	08	31	01	16	00	   28222.7	  -5.2	      134.3
2012	08	31	01	21	00	   27594.1	  -5.4	      134.5
2012	08	31	01	26	00	   26938.5	  -5.7	      134.8
2012	08	31	01	31	00	   26255.0	  -5.9	      135.2
2012	08	31	01	36	00	   25542.7	  -6.1	      135.7
2012	08	31	01	41	00	   24800.7	  -6.4	      136.3
2012	08	31	01	46	00	   24027.9	  -6.7	      137.0
2012	08	31	01	51	00	   23223.4	  -6.9	      137.9
2012	08	31	01	56	00	   22385.9	  -7.2	      138.9
2012	08	31	02	01	00	   21514.4	  -7.5	      140.1
2012	08	31	02	06	00	   20607.7	  -7.8	      141.5
2012	08	31	02	11	00	   19664.6	  -8.1	      143.2
2012	08	31	02	16	00	   18684.1	  -8.4	      145.1
2012	08	31	02	21	00	   17665.4	  -8.7	      147.5
2012	08	31	02	26	00	   16608.3	  -9.1	      150.2
2012	08	31	02	31	00	   15513.0	  -9.4	      153.6
2012	08	31	02	36	00	   14381.7	  -9.6	      157.7
2012	08	31	02	41	00	   13218.8	  -9.9	      162.7
2012	08	31	02	46	00	   12033.6	 -10.0	      168.9
2012	08	31	02	51	00	   10843.3	  -9.9	      176.8
2012	08	31	02	56	00	    9680.1	  -9.5	     -173.1
2012	08	31	03	01	00	    8601.4	  -8.4	     -160.0
2012	08	31	03	06	00	    7703.0	  -6.3	     -143.4
2012	08	31	03	11	00	    7121.3	  -3.0	     -123.2
2012	08	31	03	16	00	    6988.7	   1.1	     -100.9
2012	08	31	03	21	00	    7341.8	   4.9	      -79.3
2012	08	31	03	26	00	    8088.8	   7.6	      -60.7
2012	08	31	03	31	00	    9085.5	   9.1	      -45.8
2012	08	31	03	36	00	   10212.6	   9.8	      -34.2
2012	08	31	03	41	00	   11393.6	  10.0	      -25.2
2012	08	31	03	46	00	   12584.5	   9.9	      -18.1
2012	08	31	03	51	00	   13761.0	   9.7	      -12.5
2012	08	31	03	56	00	   14910.0	   9.4	       -7.9
2012	08	31	04	01	00	   16025.0	   9.1	       -4.2
2012	08	31	04	06	00	   17102.7	   8.8	       -1.1
2012	08	31	04	11	00	   18142.1	   8.5	        1.5
2012	08	31	04	16	00	   19143.0	   8.1	        3.6
2012	08	31	04	21	00	   20106.0	   7.8	        5.4
2012	08	31	04	26	00	   21032.1	   7.5	        7.0
2012	08	31	04	31	00	   21922.4	   7.2	        8.3
2012	08	31	04	36	00	   22778.0	   6.9	        9.4
2012	08	31	04	41	00	   23600.0	   6.6	       10.3
2012	08	31	04	46	00	   24389.7	   6.4	       11.1
2012	08	31	04	51	00	   25148.1	   6.1	       11.7
2012	08	31	04	56	00	   25876.2	   5.8	       12.3
2012	08	31	05	01	00	   26575.1	   5.6	       12.7
2012	08	31	05	06	00	   27245.6	   5.4	       13.1
2012	08	31	05	11	00	   27888.5	   5.1	       13.4
2012	08	31	05	16	00	   28504.8	   4.9	       13.6
2012	08	31	05	21	00	   29095.0	   4.7	       13.7
2012	08	31	05	26	00	   29660.0	   4.5	       13.8
2012	08	31	05	31	00	   30200.3	   4.3	       13.9
2012	08	31	05	36	00	   30716.6	   4.1	       13.9
2012	08	31	05	41	00	   31209.4	   3.9	       13.8
2012	08	31	05	46	00	   31679.2	   3.7	       13.8
2012	08	31	05	51	00	   32126.5	   3.5	       13.6
2012	08	31	05	56	00	   32551.7	   3.3	       13.5
2012	08	31	06	01	00	   32955.3	   3.1	       13.3
2012	08	31	06	06	00	   33337.6	   3.0	       13.1
2012	08	31	06	11	00	   33699.0	   2.8	       12.9
2012	08	31	06	16	00	   34039.8	   2.6	       12.7
2012	08	31	06	21	00	   34360.4	   2.5	       12.4
2012	08	31	06	26	00	   34660.9	   2.3	       12.1
2012	08	31	06	31	00	   34941.6	   2.1	       11.8
2012	08	31	06	36	00	   35202.9	   2.0	       11.5
2012	08	31	06	41	00	   35444.8	   1.8	       11.2
2012	08	31	06	46	00	   35667.7	   1.6	       10.9
2012	08	31	06	51	00	   35871.6	   1.5	       10.5
2012	08	31	06	56	00	   36056.8	   1.3	       10.2
2012	08	31	07	01	00	   36223.3	   1.2	        9.8
2012	08	31	07	06	00	   36371.4	   1.0	        9.4
2012	08	31	07	11	00	   36501.1	   0.9	        9.0
2012	08	31	07	16	00	   36612.5	   0.7	        8.6
2012	08	31	07	21	00	   36705.8	   0.6	        8.3
2012	08	31	07	26	00	   36780.9	   0.4	        7.9
2012	08	31	07	31	00	   36838.0	   0.3	        7.5
2012	08	31	07	36	00	   36877.1	   0.1	        7.1
2012	08	31	07	41	00	   36898.1	  -0.0	        6.7
2012	08	31	07	46	00	   36901.3	  -0.2	        6.3
2012	08	31	07	51	00	   36886.4	  -0.3	        5.9
2012	08	31	07	56	00	   36853.6	  -0.5	        5.5
2012	08	31	08	01	00	   36802.7	  -0.6	        5.1
2012	08	31	08	06	00	   36733.9	  -0.8	        4.7
2012	08	31	08	11	00	   36646.9	  -0.9	        4.3
2012	08	31	08	16	00	   36541.8	  -1.1	        3.9
2012	08	31	08	21	00	   36418.4	  -1.2	        3.5
2012	08	31	08	26	00	   36276.7	  -1.4	        3.1
2012	08	31	08	31	00	   36116.6	  -1.6	        2.7
2012	08	31	08	36	00	   35937.9	  -1.7	        2.4
2012	08	31	08	41	00	   35740.5	  -1.9	        2.0
2012	08	31	08	46	00	   35524.2	  -2.0	        1.7
2012	08	31	08	51	00	   35288.9	  -2.2	        1.4
2012	08	31	08	56	00	   35034.4	  -2.3	        1.0
2012	08	31	09	01	00	   34760.5	  -2.5	        0.7
2012	08	31	09	06	00	   34466.8	  -2.7	        0.5
2012	08	31	09	11	00	   34153.3	  -2.8	        0.2
2012	08	31	09	16	00	   33819.6	  -3.0	       -0.1
2012	08	31	09	21	00	   33465.3	  -3.2	       -0.3
2012	08	31	09	26	00	   33090.3	  -3.4	       -0.5
2012	08	31	09	31	00	   32694.2	  -3.5	       -0.7
2012	08	31	09	36	00	   32276.5	  -3.7	       -0.8
2012	08	31	09	41	00	   31836.9	  -3.9	       -0.9
2012	08	31	09	46	00	   31375.0	  -4.1	       -1.0
2012	08	31	09	51	00	   30890.3	  -4.3	       -1.1
2012	08	31	09	56	00	   30382.2	  -4.5	       -1.1
2012	08	31	10	01	00	   29850.3	  -4.7	       -1.1
2012	08	31	10	06	00	   29294.0	  -4.9	       -1.0
2012	08	31	10	11	00	   28712.6	  -5.1	       -0.8
2012	08	31	10	16	00	   28105.4	  -5.3	       -0.7
2012	08	31	10	21	00	   27471.9	  -5.5	       -0.4
2012	08	31	10	26	00	   26811.1	  -5.8	       -0.1
2012	08	31	10	31	00	   26122.2	  -6.0	        0.4
2012	08	31	10	36	00	   25404.4	  -6.2	        0.9
2012	08	31	10	41	00	   24656.6	  -6.5	        1.5
2012	08	31	10	46	00	   23878.0	  -6.8	        2.2
2012	08	31	10	51	00	   23067.3	  -7.0	        3.1
2012	08	31	10	56	00	   22223.5	  -7.3	        4.1
2012	08	31	11	01	00	   21345.5	  -7.6	        5.4
2012	08	31	11	06	00	   20432.0	  -7.9	        6.8
2012	08	31	11	11	00	   19482.0	  -8.2	        8.5
2012	08	31	11	16	00	   18494.4	  -8.5	       10.6
2012	08	31	11	21	00	   17468.5	  -8.8	       13.0
2012	08	31	11	26	00	   16404.1	  -9.1	       15.9
2012	08	31	11	31	00	   15301.9	  -9.4	       19.3
2012	08	31	11	36	00	   14164.2	  -9.7	       23.6
2012	08	31	11	41	00	   12996.3	  -9.9	       28.8
2012	08	31	11	46	00	   11808.5	 -10.0	       35.3
2012	08	31	11	51	00	   10620.4	  -9.9	       43.6
2012	08	31	11	56	00	    9467.9	  -9.3	       54.2
2012	08	31	12	01	00	    8414.7	  -8.0	       67.9
2012	08	31	12	06	00	    7565.0	  -5.7	       85.2
2012	08	31	12	11	00	    7059.6	  -2.2	      105.9
2012	08	31	12	16	00	    7020.1	   1.9	      128.3
2012	08	31	12	21	00	    7457.6	   5.5	      149.5
2012	08	31	12	26	00	    8262.5	   8.0	      167.5
2012	08	31	12	31	00	    9291.4	   9.3	     -178.3
2012	08	31	12	36	00	   10433.2	   9.9	     -167.3
2012	08	31	12	41	00	   11618.6	  10.0	     -158.7
2012	08	31	12	46	00	   12808.1	   9.9	     -151.9
2012	08	31	12	51	00	   13980.0	   9.7	     -146.5
2012	08	31	12	56	00	   15123.0	   9.4	     -142.1
2012	08	31	13	01	00	   16231.0	   9.0	     -138.5
2012	08	31	13	06	00	   17301.5	   8.7	     -135.6
2012	08	31	13	11	00	   18333.5	   8.4	     -133.1
2012	08	31	13	16	00	   19327.2	   8.0	     -131.0
2012	08	31	13	21	00	   20283.2	   7.7	     -129.2
2012	08	31	13	26	00	   21202.4	   7.4	     -127.8
2012	08	31	13	31	00	   22086.0	   7.1	     -126.5
2012	08	31	13	36	00	   22935.1	   6.8	     -125.4
2012	08	31	13	41	00	   23751.0	   6.5	     -124.5
2012	08	31	13	46	00	   24534.7	   6.3	     -123.8
2012	08	31	13	51	00	   25287.2	   6.0	     -123.1
2012	08	31	13	56	00	   26009.8	   5.8	     -122.6
2012	08	31	14	01	00	   26703.2	   5.5	     -122.2
2012	08	31	14	06	00	   27368.4	   5.3	     -121.8
2012	08	31	14	11	00	   28006.2	   5.0	     -121.6
2012	08	31	14	16	00	   28617.5	   4.8	     -121.4
2012	08	31	14	21	00	   29202.9	   4.6	     -121.2
2012	08	31	14	26	00	   29763.2	   4.4	     -121.1
2012	08	31	14	31	00	   30299.0	   4.2	     -121.1
2012	08	31	14	36	00	   30810.8	   4.0	     -121.1
2012	08	31	14	41	00	   31299.2	   3.8	     -121.2
2012	08	31	14	46	00	   31764.7	   3.6	     -121.2
2012	08	31	14	51	00	   32207.8	   3.4	     -121.4
2012	08	31	14	56	00	   32628.9	   3.2	     -121.5
2012	08	31	15	01	00	   33028.4	   3.1	     -121.7
2012	08	31	15	06	00	   33406.7	   2.9	     -121.9
2012	08	31	15	11	00	   33764.2	   2.7	     -122.1
2012	08	31	15	16	00	   34101.2	   2.5	     -122.4
2012	08	31	15	21	00	   34417.9	   2.4	     -122.6
2012	08	31	15	26	00	   34714.7	   2.2	     -122.9
2012	08	31	15	31	00	   34991.7	   2.0	     -123.2
2012	08	31	15	36	00	   35249.3	   1.9	     -123.5
2012	08	31	15	41	00	   35487.6	   1.7	     -123.8
2012	08	31	15	46	00	   35706.9	   1.6	     -124.2
2012	08	31	15	51	00	   35907.3	   1.4	     -124.5
2012	08	31	15	56	00	   36088.9	   1.2	     -124.9
2012	08	31	16	01	00	   36252.0	   1.1	     -125.3
2012	08	31	16	06	00	   36396.5	   0.9	     -125.6
2012	08	31	16	11	00	   36522.8	   0.8	     -126.0
2012	08	31	16	16	00	   36630.8	   0.6	     -126.4
2012	08	31	16	21	00	   36720.6	   0.5	     -126.8
2012	08	31	16	26	00	   36792.3	   0.3	     -127.2
2012	08	31	16	31	00	   36846.0	   0.2	     -127.6
2012	08	31	16	36	00	   36881.7	   0.0	     -128.0
2012	08	31	16	41	00	   36899.4	  -0.1	     -128.4
2012	08	31	16	46	00	   36899.1	  -0.3	     -128.8
2012	08	31	16	51	00	   36880.8	  -0.4	     -129.2
2012	08	31	16	56	00	   36844.6	  -0.6	     -129.6
2012	08	31	17	01	00	   36790.4	  -0.7	     -130.0
2012	08	31	17	06	00	   36718.1	  -0.9	     -130.4
2012	08	31	17	11	00	   36627.7	  -1.0	     -130.8
2012	08	31	17	16	00	   36519.2	  -1.2	     -131.2
2012	08	31	17	21	00	   36392.4	  -1.3	     -131.6
2012	08	31	17	26	00	   36247.2	  -1.5	     -131.9
2012	08	31	17	31	00	   36083.6	  -1.6	     -132.3
2012	08	31	17	36	00	   35901.4	  -1.8	     -132.7
2012	08	31	17	41	00	   35700.4	  -2.0	     -133.0
2012	08	31	17	46	00	   35480.6	  -2.1	     -133.3
2012	08	31	17	51	00	   35241.6	  -2.3	     -133.7
2012	08	31	17	56	00	   34983.5	  -2.4	     -134.0
2012	08	31	18	01	00	   34705.8	  -2.6	     -134.3
2012	08	31	18	06	00	   34408.4	  -2.8	     -134.6
2012	08	31	18	11	00	   34091.1	  -2.9	     -134.8
2012	08	31	18	16	00	   33753.5	  -3.1	     -135.1
2012	08	31	18	21	00	   33395.4	  -3.3	     -135.3
2012	08	31	18	26	00	   33016.5	  -3.4	     -135.5
2012	08	31	18	31	00	   32616.3	  -3.6	     -135.7
2012	08	31	18	36	00	   32194.5	  -3.8	     -135.8
2012	08	31	18	41	00	   31750.7	  -4.0	     -135.9
2012	08	31	18	46	00	   31284.6	  -4.2	     -136.0
2012	08	31	18	51	00	   30795.5	  -4.4	     -136.1
2012	08	31	18	56	00	   30282.9	  -4.6	     -136.1
2012	08	31	19	01	00	   29746.5	  -4.8	     -136.0
2012	08	31	19	06	00	   29185.5	  -5.0	     -135.9
2012	08	31	19	11	00	   28599.3	  -5.2	     -135.8
2012	08	31	19	16	00	   27987.2	  -5.4	     -135.6
2012	08	31	19	21	00	   27348.6	  -5.6	     -135.3
2012	08	31	19	26	00	   26682.5	  -5.8	     -135.0
2012	08	31	19	31	00	   25988.3	  -6.1	     -134.5
2012	08	31	19	36	00	   25264.9	  -6.3	     -134.0
2012	08	31	19	41	00	   24511.4	  -6.6	     -133.4
2012	08	31	19	46	00	   23726.8	  -6.8	     -132.6
2012	08	31	19	51	00	   22910.0	  -7.1	     -131.7
2012	08	31	19	56	00	   22059.9	  -7.4	     -130.6
2012	08	31	20	01	00	   21175.2	  -7.7	     -129.3
2012	08	31	20	06	00	   20255.0	  -8.0	     -127.8
2012	08	31	20	11	00	   19297.9	  -8.3	     -126.1
2012	08	31	20	16	00	   18303.2	  -8.6	     -124.0
2012	08	31	20	21	00	   17270.0	  -8.9	     -121.5
2012	08	31	20	26	00	   16198.5	  -9.2	     -118.5
2012	08	31	20	31	00	   15089.4	  -9.5	     -114.9
2012	08	31	20	36	00	   13945.6	  -9.8	     -110.5
2012	08	31	20	41	00	   12773.0	  -9.9	     -105.0
2012	08	31	20	46	00	   11583.3	 -10.0	      -98.2
2012	08	31	20	51	00	   10398.7	  -9.8	      -89.6
2012	08	31	20	56	00	    9259.2	  -9.1	      -78.4
2012	08	31	21	01	00	    8235.2	  -7.7	      -64.1
2012	08	31	21	06	00	    7439.2	  -5.1	      -46.1
2012	08	31	21	11	00	    7014.8	  -1.4	      -24.9
2012	08	31	21	16	00	    7069.0	   2.7	       -2.5
2012	08	31	21	21	00	    7586.5	   6.1	       18.2
2012	08	31	21	26	00	    8444.1	   8.3	       35.5
2012	08	31	21	31	00	    9501.3	   9.5	       49.0
2012	08	31	21	36	00	   10655.5	   9.9	       59.6
2012	08	31	21	41	00	   11843.9	  10.0	       67.8
2012	08	31	21	46	00	   13031.2	   9.8	       74.2
2012	08	31	21	51	00	   14198.3	   9.6	       79.4
2012	08	31	21	56	00	   15334.9	   9.3	       83.6
2012	08	31	22	01	00	   16435.9	   9.0	       87.1
2012	08	31	22	06	00	   17499.1	   8.6	       90.0
2012	08	31	22	11	00	   18523.8	   8.3	       92.4
2012	08	31	22	16	00	   19510.3	   7.9	       94.4
2012	08	31	22	21	00	   20459.2	   7.6	       96.1
2012	08	31	22	26	00	   21371.6	   7.3	       97.5
2012	08	31	22	31	00	   22248.5	   7.0	       98.7
2012	08	31	22	36	00	   23091.3	   6.7	       99.8
2012	08	31	22	41	00	   23901.0	   6.4	      100.6
2012	08	31	22	46	00	   24678.7	   6.2	      101.4
2012	08	31	22	51	00	   25425.5	   5.9	      102.0
2012	08	31	22	56	00	   26142.4	   5.7	      102.5
2012	08	31	23	01	00	   26830.4	   5.4	      102.9
2012	08	31	23	06	00	   27490.4	   5.2	      103.2
2012	08	31	23	11	00	   28123.1	   5.0	      103.5
2012	08	31	23	16	00	   28729.5	   4.7	      103.7
2012	08	31	23	21	00	   29310.1	   4.5	      103.8
2012	08	31	23	26	00	   29865.7	   4.3	      103.9
2012	08	31	23	31	00	   30396.8	   4.1	      103.9
2012	08	31	23	36	00	   30904.2	   3.9	      103.9
2012	08	31	23	41	00	   31388.2	   3.7	      103.9
2012	08	31	23	46	00	   31849.4	   3.5	      103.8
2012	08	31	23	51	00	   32288.3	   3.3	      103.6
2012	08	31	23	56	00	   32705.3	   3.1	      103.5
2012	09	01	00	01	00	   33100.8	   3.0	      103.3
2012	09	01	00	06	00	   33475.2	   2.8	      103.1
