  66.0031853  39.1403123 -71.9856808  0.
  66.0031853  39.1403123 -71.9856808  0.
  66.0031853  39.1403123 -71.9856808  0.
  66.0031853  39.1403123 -71.9856808  0.
  66.1498353  39.1445351 -71.9863596  0.
  66.1498708  39.1445349 -71.9863597  0.
  66.2965562  39.1487574 -71.9870385  0.
  66.0031853  39.1403123 -71.9856808  0.
  66.2965562  39.1487574 -71.9870385  0.
  66.4432772  39.1529798 -71.9877174  0.
  66.4433127  39.1529796 -71.9877175  0.
  66.5900692  39.1572017 -71.9883965  0.
  66.2965562  39.1487574 -71.9870385  0.
  66.5900692  39.1572017 -71.9883965  0.
  66.7368612  39.1614237 -71.9890755  0.
  66.7368967  39.1614235 -71.9890755  0.
  66.8837241  39.1656452 -71.9897546  0.
  66.5900692  39.1572017 -71.9883965  0.
  66.8837241  39.1656452 -71.9897546  0.
  67.177521  39.174088 -71.9911129  0.
  67.177521  39.174088 -71.9911129  0.
  67.177521  39.174088 -71.9911129  0.
  67.177521  39.174088 -71.9911129  0.
  68.6487383  39.2162915 -71.9979098  0.
  68.6487383  39.2162915 -71.9979098  0.
  68.6487383  39.2162915 -71.9979098  0.
  68.6487383  39.2162915 -71.9979098  0.
  68.7960269  39.2205107 -71.9985896  0.
  68.7960624  39.2205105 -71.9985896  0.
  68.9433865  39.2247295 -71.9992694  0.
  68.6487383  39.2162915 -71.9979098  0.
  68.9433865  39.2247295 -71.9992694  0.
  69.090746  39.2289483 -71.9999492  0.
  69.0907815  39.2289481 -71.9999492  0.
  69.2381765  39.2331667 -72.0006291  0.
  68.9433865  39.2247295 -71.9992694  0.
  69.2381765  39.2331667 -72.0006291  0.
  69.385607  39.2373851 -72.001309  0.
  69.3856424  39.2373849 -72.0013091  0.
  69.5331083  39.2416032 -72.001989  0.
  69.2381765  39.2331667 -72.0006291  0.
  69.5331083  39.2416032 -72.001989  0.
  69.8281819  39.2500388 -72.0033492  0.
  69.8281819  39.2500388 -72.0033492  0.
  69.8281819  39.2500388 -72.0033492  0.
  69.8281819  39.2500388 -72.0033492  0.
  71.3057802  39.2922069 -72.0101552  0.
  71.3057802  39.2922069 -72.0101552  0.
  71.3057802  39.2922069 -72.0101552  0.
  71.3057802  39.2922069 -72.0101552  0.
  71.4537067  39.2964225 -72.0108359  0.
  71.4537421  39.2964223 -72.0108359  0.
  71.601704  39.3006378 -72.0115166  0.
  71.3057802  39.2922069 -72.0101552  0.
  71.601704  39.3006378 -72.0115166  0.
  71.7497014  39.304853 -72.0121973  0.
  71.7497368  39.3048528 -72.0121974  0.
  71.8977695  39.3090679 -72.0128781  0.
  71.601704  39.3006378 -72.0115166  0.
  71.8977695  39.3090679 -72.0128781  0.
  72.0458377  39.3132827 -72.013559  0.
  72.0458731  39.3132825 -72.013559  0.
  72.1939766  39.3174972 -72.0142399  0.
  71.8977695  39.3090679 -72.0128781  0.
  72.1939766  39.3174972 -72.0142399  0.
  72.4903253  39.3259257 -72.0156018  0.
  72.4903253  39.3259257 -72.0156018  0.
  72.4903253  39.3259257 -72.0156018  0.
  72.4903253  39.3259257 -72.0156018  0.
  73.9742968  39.3680582 -72.0224171  0.
  73.9742968  39.3680582 -72.0224171  0.
  73.9742968  39.3680582 -72.0224171  0.
  73.9742968  39.3680582 -72.0224171  0.
  74.1228604  39.3722703 -72.0230986  0.
  74.1228958  39.3722701 -72.0230987  0.
  74.2714947  39.376482 -72.0237802  0.
  73.9742968  39.3680582 -72.0224171  0.
  74.2714947  39.376482 -72.0237802  0.
  74.420129  39.3806937 -72.0244619  0.
  74.4201644  39.3806935 -72.0244619  0.
  74.5688341  39.384905 -72.0251436  0.
  74.2714947  39.376482 -72.0237802  0.
  74.5688341  39.384905 -72.0251436  0.
  74.7175391  39.3891163 -72.0258254  0.
  74.7175745  39.3891161 -72.0258254  0.
  74.8663149  39.3933272 -72.0265072  0.
  74.5688341  39.384905 -72.0251436  0.
  74.8663149  39.3933272 -72.0265072  0.
  75.1639371  39.4017485 -72.027871  0.
  75.1639371  39.4017485 -72.027871  0.
  75.1639371  39.4017485 -72.027871  0.
  75.1639371  39.4017485 -72.027871  0.
  76.6542739  39.4438453 -72.0346953  0.
  76.6542739  39.4438453 -72.0346953  0.
  76.6542739  39.4438453 -72.0346953  0.
  76.6542739  39.4438453 -72.0346953  0.
  76.8034737  39.4480538 -72.0353778  0.
  76.8035091  39.4480536 -72.0353778  0.
  76.9527442  39.452262 -72.0360603  0.
  76.6542739  39.4438453 -72.0346953  0.
  76.9527442  39.452262 -72.0360603  0.
  77.1020148  39.4564701 -72.0367429  0.
  77.1020501  39.4564699 -72.0367429  0.
  77.2513559  39.4606778 -72.0374256  0.
  76.9527442  39.452262 -72.0360603  0.
  77.2513559  39.4606778 -72.0374256  0.
  77.4006971  39.4648855 -72.0381082  0.
  77.4007324  39.4648853 -72.0381083  0.
  77.5501088  39.4690928 -72.038791  0.
  77.2513559  39.4606778 -72.0374256  0.
  77.5501088  39.4690928 -72.038791  0.
  77.849003  39.4775071 -72.0401566  0.
  77.849003  39.4775071 -72.0401566  0.
  77.849003  39.4775071 -72.0401566  0.
  77.849003  39.4775071 -72.0401566  0.
  79.3456971  39.519568 -72.0469901  0.
  79.3456971  39.519568 -72.0469901  0.
