 11  1  1  5  3  0  3  4  5  3  7  3.0
 11  1  2  5  6  2  3  3  5  6  5 88.1
 11  1  3  3  3  2  4  4  7  7  9 89.1
 11  1  4  5 12  4  4  5  6  6  3 87.6
 11  1  5  0  0  0  3  3  3  5  4 84.8
 11  1  6  5  2  0  2  2  4  7 32 83.9
 11  1  7 48 12  9  9  7  9 15 15 83.5
 11  1  8  7  6  6  9 12  9  7  9 82.0
 11  1  9  5 12  3  5  4  9  9 12 80.0
 11  1 10 12  5  6  5  6  3  6  5 80.6
 11  1 11  5  7  2  3  6 12 12 15 79.9
 11  1 12  6  9  6  9  4  3  7  6 77.4
 11  1 13  9  6  2  2  6 12 15 18 76.9
 11  1 14 12  7  9  6  7 15  9  9 76.7
 11  1 15  4  9  4  5  7  4  4  3 77.6
 11  1 16  5  4  2  2  7  7  7  4 77.8
 11  1 17  9  9  5  5  6  5  4  6 79.1
 11  1 18  9  5  5  2  3  4  3  6 78.4
 11  1 19 12  9  6 12  9  9  7  4 78.2
 11  1 20  3  3  4  6  6  5  7  3 79.7
 11  1 21  2  3  0  2  5  6  4  4 84.8
 11  1 22  5  6  4  0  4  3  5  2 84.9
 11  1 23  2  2  3  3  4  3  0  0 81.7
 11  1 24  0  2  6  4  3  5  7  9 79.9
 11  1 25 15  3  4  5  4  4  5  9 78.0
 11  1 26  5  3  3  0  2  5  7  3 77.6
 11  1 27  5  0  4  3  3  2  4  2 78.1
 11  1 28  7  4  2  3  2  9  6  6 78.1
 11  1 29 12  6  3  3  4  5  0  0 79.0
 11  1 30  2  2  2  0  0  0  0  2 80.2
 11  1 31  0  3  2  2  2  7 12  9 78.9
 11  2  1  7 12 12  5  6 18 18  6 77.6
 11  2  2 15  7  5  6  6  5  5  2 77.0
 11  2  3  2  2  3  2  0  2  2  0 78.1
 11  2  4  6 18  9  6  6  9 56 67 79.8
 11  2  5 48 22 12  9  5  9 15 12 78.7
 11  2  6  9 12 12 12 15 22  7  7 78.0
 11  2  7  6  3  2  3  3  4  4  7 78.0
 11  2  8  9 12  3  5  0  0  4  5 80.1
 11  2  9  2  0  0  4  2  2  2  0 87.3
 11  2 10  0  4  9  6  4  2  4  5 86.4
 11  2 11  4  6  2  3  3  4 12  7 89.0
 11  2 12  5  7  6  4  3  3  5  0 93.1
 11  2 13  0  0  4  0  2  2  4  3 88.9
 11  2 14  0  0  2  2  3 15 27 56 93.1
 11  2 15  6  6  6  6  7  6  5 12104.1
 11  2 16  3  9  3  4  2  2  2  2109.8
 11  2 17  0  0  3  2  2  4  5  3110.0
 11  2 18 15 39 48 22 15 15  9  7111.4
 11  2 19 12  6  7  6  7  4  3  4108.3
 11  2 20  4  4 12 12  7  9 15  9121.9
 11  2 21  7 12  4  6  7  7  9  9106.9
 11  2 22  6  3  0  4  2  2  0  0102.2
 11  2 23  0  3  4  0  4  3  3  2 94.6
 11  2 24  0  6  2  3  0  0  0  0 87.0
 11  2 25  0  2  2  3  4  2  4  4 89.0
 11  2 26  0  2  3  4  3  4  4  5 87.4
 11  2 27  2  0  0  3  3  4  3  0 87.0
 11  2 28  0  2  3  3  3  2  3  4 86.4
 11  3  1 12  9 12 22 27 56 48 27108.5
 11  3  2 32 22 12  7 18 27 18 12111.4
 11  3  3 12 15 22  9 15 22 15 22118.8
 11  3  4  6 12 12 12 12 15 18 15124.7
 11  3  5  5  9  3  5  6  5  6  7132.5
 11  3  6  2  5  2  2  9  7  6 15140.3
 11  3  7  7  7  4  6  9  6 22 15149.6
 11  3  8  7  6  6  3  4  4  4  5164.3
 11  3  9  7  3  5  3  4  3  5  6141.1
 11  3 10  7  9 32 22 12  7 27 39129.5
 11  3 11 48 56 32  7  6 32 48 67121.5
 11  3 12 39 12 12  6  5  4 22 22119.2
 11  3 13  4  2  2  9  6 18 15  4111.5
 11  3 14  6  6  4  3  0  0  2  0106.1
 11  3 15  0  2  2  0  2  0  0  2100.3
 11  3 16  0  0  3  0  2  0  2  3103.8
 11  3 17  2  5  3  2  3  4 22  4 89.2
 11  3 18  4  3  5  2  0  2  2  2 86.8
 11  3 19  4  2  3  6  7  3  3  3 88.0
 11  3 20  3  5  2  3  6  7  4 15 91.2
 11  3 21  9  3  4  2  0  3  4 15100.2
 11  3 22 18 18  4  5  7  3  0  5 99.1
 11  3 23 15  7 12 12  7 18 18  9104.0
 11  3 24  3  0  4  5  6  4  6  3106.9
 11  3 25  0  0  3  4  7  4  4  4112.0
 11  3 26  2  2  2  0  2  0  0  0113.9
 11  3 27  0  0  2  0  0  2  3  5115.1
 11  3 28  3  0  0  3  4  3  4  3118.1
 11  3 29  2  0  0  2  2  7  2  7115.9
 11  3 30 18  5  0  4  3  2  0  2117.3
 11  3 31  0  2  3  6  4  4  3  2113.1
 11  4  1  5  4  5  9  7 22 22 18108.7
 11  4  2 32 18 18 22 15  6 18 32107.4
 11  4  3 22 18 15 15 12  9 22 18114.0
 11  4  4 18 12  6  5  3  3  3  4112.7
 11  4  5  7  6  4  6  2  2  7 12109.3
 11  4  6 12 12  4 39 48 39 32 22117.2
 11  4  7 15  7  3  2  2  3  4  3112.5
 11  4  8  6  2  4  6 15  9 15 27109.0
 11  4  9 15 12  9  5  4  3  0  3105.3
 11  4 10  4  0  0  2  3  4  3  4105.2
 11  4 11  9  2  4  5  9 15  9  5106.3
 11  4 12  9 12 39 32 48 27  5 15110.8
 11  4 13 22 22 22 12  9  5  2  4118.4
 11  4 14  4  7  6  3  2  0  3  6119.4
 11  4 15  5  7  3  4  4  4  4  3130.2
 11  4 16  2  4  4  4  3  3  2  4120.0
 11  4 17  3  2  2  4  6  4  3  3115.3
 11  4 18  2  3 12 18 18 12  3  5111.9
 11  4 19  3  5  4  4  4  3  3  9111.9
 11  4 20 18 48 22 12 12  6  3  3118.1
 11  4 21  3  6  4  2  3  4  6  6114.1
 11  4 22  9  7  4  6  5  5  3  4116.0
 11  4 23  7  2  3  6  2  3  2  2120.4
 11  4 24  4  4  2  3  5  7  6 18118.5
 11  4 25  6 12  4  2  2  4  3  0113.5
 11  4 26  0  0  3  2  3  2  2  3110.8
 11  4 27  0  0  2  0  2  3  2  0109.3
 11  4 28  0  0  2  2  2  5  5  4111.9
 11  4 29  4  7  4  3  4  7 15 56111.2
 11  4 30 39 18 18 39 27 15 27 27111.1
 11  5  1 22 15 15 12 27 22  9 12107.7
 11  5  2 18 27 32 15 15 18 18 15111.5
 11  5  3 18 22  9 15 12  9 12  7108.8
 11  5  4  9  3  5  6  4  5  3  3108.7
 11  5  5  9 15  6  3  6  4  9  4106.7
 11  5  6  2  2  3  4  3  2  3  6103.7
 11  5  7  3  2  3  3  7  7  7  6104.1
 11  5  8  4  2  0  2  2  0  2  4104.1
 11  5  9  5  2  0  2  3  5  2  0105.7
 11  5 10  4  3  9  9 18 18 12 12 99.4
 11  5 11  7 12  4  3  4  3  4  2 96.0
 11  5 12  5  2  3  2  0  2  2  2 94.7
 11  5 13  3  3  3  4  4  4  3  3 93.5
 11  5 14  5  5  0  2  2  4  3  6 93.4
 11  5 15  7  6  5  9 12 22  7 12 96.6
 11  5 16  9  6 18 22 22  7  9  9 94.3
 11  5 17  5  6 12 15  7  7  9  9 93.6
 11  5 18  7  6  4  4  6  7  3  3 92.7
 11  5 19  4  2  5  5  4  3  2  2 86.4
 11  5 20  3  3  2  2  3  2  2  0 85.7
 11  5 21  0  3  4  3  4  4  7  7 85.7
 11  5 22  7  9  3  2  4  4  3  2 86.6
 11  5 23  2  3  2  3  6  3  5  6 86.3
 11  5 24  9  5  3  5  7  6  4  5 83.8
 11  5 25  4  4  2  2  3  2  2  4 82.4
 11  5 26  6  5  4  3  9  9  5  6 84.9
 11  5 27  4  6  6  6 12 15 18 18 92.3
 11  5 28 39 12 94 80 94  7  5 27103.2
 11  5 29 27 56 39 27 22 56 32 15113.8
 11  5 30 12  6  7  9  7  6  9  9115.0
 11  5 31 15  9 12  9  7 12 18 22115.2
 11  6  1 12  4 12  5  9 18  7 12116.8
 11  6  2  7  7 12  6  6  4  9  4114.8
 11  6  3  4  4  4  4  3  3  2  3110.2
 11  6  4  2  3  3  0  2  2 39 56105.8
 11  6  5 94 22 18 15 15 15 15  7105.9
 11  6  6  7  5  6  5  4  5  5  6103.2
 11  6  7  3  2  3  2  3  9 22 27 99.3
 11  6  8 27 22  5  4 12  6  5  7 92.9
 11  6  9 12 15  6  6  6  4  9  9 90.2
 11  6 10  7  2  7  9  7  7  9 15 89.4
 11  6 11  7 18 15  9 15  5  7  6 87.2
 11  6 12  4  4  5 12 12  9  6  3 87.3
 11  6 13  6  4  5  9  9 15  9  7 89.4
 11  6 14  7  7  9 18  3  4  4  7102.5
 11  6 15  6  6  6  6  9  6  4  7104.8
 11  6 16  4  3  3  4  6 12  3  2106.6
 11  6 17 12 12  4  4  9 18  6  4107.6
 11  6 18  7  4  5  3  3  3  3  3102.4
 11  6 19  3  2  5  4  4  2  4  4102.4
 11  6 20  7  9 12  4  6  4  5  6 99.6
 11  6 21  9 12  7  4 15  9 12  7 98.2
 11  6 22 12  7  5  6  9 18 27 12 96.0
 11  6 23 22 18 12 18 18 12 18 22 99.5
 11  6 24 12  9  7  6  9 12 18 15 99.4
 11  6 25  7  6  5  5  4  5  6  7 96.7
 11  6 26 12 18  4  4  6  5  5  4 93.1
 11  6 27  4  4  3  3  4  2  4  6 92.2
 11  6 28  4  6  0  2  5  2  2  0 89.8
 11  6 29  0  3  2  2  2  3  3  2 90.3
 11  6 30  4  6  3  3  3  5  7  5 92.2
 11  7  1  7 18 22  9 18 22  7  4 90.5
 11  7  2  0  2  2  4  4  5  7 12 88.5
 11  7  3 12 15  4  4  5  4  5  3 89.2
 11  7  4  4  6  5  5  7  9 22 27 87.9
 11  7  5 18 32  6  5  3  4 15  7 87.7
 11  7  6  6 12 15  5  5  6  6  9 87.5
 11  7  7  9  4  4  6  6  5  7  7 88.4
 11  7  8  3  3  7  6  4  6  4 15 88.7
 11  7  9  9 27  4  7  5  9  7 15 88.5
 11  7 10 12 18 12  5  9 12  5  6 93.7
 11  7 11  9  5 15 22  7 18  9 12 93.1
 11  7 12 15  7  3  5  9  9 12  3 94.7
 11  7 13  9  7  4  5  7  5  6  5 97.7
 11  7 14  6  7  7 12  6  6  4  6 97.2
 11  7 15  4 12  4  2  5  4  3  3 96.9
 11  7 16  3  3  4  5  3  4  4  3 96.9
 11  7 17  4  5  2  3  3  4  5  6107.0
 11  7 18  3  9  6  9  5  5  4  6105.3
 11  7 19  3  3  7 18 12 27 27 22103.6
 11  7 20 15 18 15 27 18 12 22 18103.4
 11  7 21 22 12 12  7 12  9  7 12 99.1
 11  7 22 12 15 15  7  7  9  9  7 95.4
 11  7 23  9 12  6  6  4  4  6  6 91.1
 11  7 24  3  3  3  4  2  5  5  5 88.9
 11  7 25  6  9  9 12 22  7  9  9 89.8
 11  7 26 12  6  6  4  5  2  6  4 96.4
 11  7 27  3  5  2  2  0  4  2  3102.5
 11  7 28  3  5  2  2  2  2  3  5110.7
 11  7 29  2  2  2  3  6  9  5  2115.2
 11  7 30  4  3  4  9 12 22 48 27116.2
 11  7 31 15  7  9  6  5  7  9 12122.2
